title,division,state,roster_link
D'Youville College,D2,NY,http://athletics.dyc.edu/sports/bsb/2021-22/roster
Davenport University,D2,MI,https://dupanthers.com/sports/baseball/roster/2022
Davis and Elkins College,D2,WV,https://senatornation.com/sports/baseball/roster/2022
Delta State University,D2,MS,https://gostatesmen.com/sports/baseball/roster/2022
Dominican College,D2,NY,https://www.chargerathletics.com/sports/bsb/2021-22/roster
Drury University,D2,MO,https://drurypanthers.com/sports/baseball/roster/2022
East Central University,D2,OK,https://ecutigers.com/sports/baseball/roster/2022
East Stroudsburg University of Pennsylvania,D2,PA,https://esuwarriors.com/sports/baseball/roster/2022
Eastern New Mexico University,D2,NM,https://goeasternathletics.com/sports/baseball/roster/2022
Eckerd College,D2,FL,https://eckerdtritons.com/sports/baseball/roster/2022
Embry-Riddle Aeronautical University,D2,FL,https://erauathletics.com/sports/baseball/roster/2022
Emmanuel College,D2,GA,https://goeclions.com/sports/baseball/roster/2022
Emporia State University,D2,KS,https://esuhornets.com/sports/baseball/roster/2022
Erskine College,D2,SC,https://erskinesports.com/sports/baseball/roster/2022
Fairmont State University,D2,WV,https://fightingfalcons.com/sports/baseball/roster/2022
Felician University,D2,NJ,https://www.felicianathletics.com/sports/bsb/2021-22/roster
Flagler College,D2,FL,https://flaglerathletics.com/sports/baseball/roster/2022
Florida Institute of Technology,D2,FL,https://floridatechsports.com/sports/baseball/roster/2022
Florida Southern College,D2,FL,https://fscmocs.com/sports/baseball/roster/2022
Fort Hays State University,D2,KS,https://fhsuathletics.com/sports/baseball/roster/2022
Francis Marion University,D2,SC,https://fmupatriots.com/sports/baseball/roster/2022
Franklin Pierce University,D2,NH,https://www.fpuravens.com/sports/bsb/2021-22/roster
Fresno Pacific University,D2,CA,https://www.fpuathletics.com/sports/baseball/roster/2022
Frostburg State University,D2,MD,https://frostburgsports.com/sports/baseball/roster/2022
Gannon University,D2,PA,https://gannonsports.com/sports/baseball/roster/2022
Georgia College,D2,GA,https://www.gcbobcats.com/sports/bsb/2021-22/roster
Georgia Southwestern State University,D2,GA,https://www.gswcanes.com/sports/bsb/2021-22/roster
Glenville State College,D2,WV,https://gscpioneers.com/sports/baseball/roster/2022
Goldey-Beacom College,D2,DE,https://www.gbcathletics.com/sports/baseball/roster/2022
Grand Valley State University,D2,MI,https://gvsulakers.com/sports/baseball/roster/2022
Harding University,D2,AR,https://hardingsports.com/sports/baseball/roster/2022
Hawaii Pacific University,D2,HI,https://hpusharks.com/roster.aspx?path=baseball
Henderson State University,D2,AR,https://hsusports.com/sports/baseball/roster/2022
Hillsdale College,D2,MI,https://www.hillsdalechargers.com/sports/bsb/2021-22/roster
Holy Names University,D2,CA,https://hnuhawks.com/sports/baseball/roster/2022
Indiana University of Pennsylvania,D2,PA,https://iupathletics.com/sports/baseball/roster/2022
Jefferson University ,D2,PA,http://www.jeffersonrams.com/sports/baseball/roster/2022
Kentucky State University,D2,KY,https://ksuthorobreds.com/sports/baseball/roster/2022
Kentucky Wesleyan College,D2,KY,https://kwcpanthers.com/sports/baseball/roster/2022
King University,D2,TN,https://www.kingtornado.com/sports/baseball/roster/2022
Kutztown University of Pennsylvania,D2,PA,https://kubears.com/sports/baseball/roster/2022
Lake Erie College,D2,OH,https://www.lakeeriestorm.com/sports/bsb/2021-22/roster
Lander University,D2,SC,https://landerbearcats.com/sports/baseball/roster/2022
Lane College,D2,TN,https://golcdragons.com/sports/baseball/roster/2022
Le Moyne College,D2,NY,https://lemoynedolphins.com/sports/baseball/roster/2022
LeMoyne-Owen College,D2,TN,https://athletics.loc.edu/sports/baseball/roster/2022
Lee University,D2,TN,https://leeuflames.com/sports/baseball/roster/2022
Lenoir-Rhyne University,D2,NC,https://lrbears.com/sports/baseball/roster/2022
Lewis University,D2,IL,https://lewisflyers.com/sports/baseball/roster/2022
Limestone University,D2,SC,https://golimestonesaints.com/sports/baseball/roster/2022
Lincoln Memorial University,D2,TN,https://lmurailsplitters.com/sports/baseball/roster/2022
Lindenwood University,D2,MO,https://lindenwoodlions.com/sports/baseball/roster/2022
Lock Haven University of Pennsylvania,D2,PA,https://www.golhu.com/sports/baseball/roster/2022
Lubbock Christian University,D2,TX,https://lcuchaps.com/sports/baseball/roster/2022
Lynn University,D2,FL,https://lynnfightingknights.com/sports/bsb/2021-22/roster
Malone University,D2,OH,https://malonepioneers.com/sports/baseball/roster/2022
Mansfield University of Pennsylvania,D2,PA,https://gomounties.com/sports/baseball/roster/2022
Mars Hill University,D2,NC,https://www.marshilllions.com/sports/bsb/2021-22/roster
Maryville University,D2,MO,https://maryvillesaints.com/sports/baseball/roster/2022
McKendree University,D2,IL,https://mckbearcats.com/sports/baseball/roster/2022
Mercy College,D2,NY,https://mercyathletics.com/sports/baseball/roster/2022
Mercyhurst University,D2,PA,https://hurstathletics.com/sports/baseball/roster/2022
Metropolitan State University of Denver,D2,CO,https://roadrunnersathletics.com/sports/baseball/roster/2022
Miles College,D2,AL,https://milesgoldenbears.com/sports/baseball/roster/2022
Millersville University of Pennsylvania,D2,PA,https://millersvilleathletics.com/sports/baseball/roster/2022
"Minnesota State University, Mankato",D2,MN,https://msumavericks.com/sports/baseball/roster/2022
Minot State University,D2,ND,https://msubeavers.com/sports/baseball/roster/2022
Mississippi College,D2,MS,https://www.gochoctaws.com/sports/baseball/roster/2022
Missouri Southern State University,D2,MO,https://mssulions.com/sports/baseball/roster/2022
Missouri University of Science and Technology,D2,MO,https://minerathletics.com/sports/baseball/roster/2022
Missouri Western State University,D2,MO,https://gogriffons.com/sports/baseball/roster/2022
Molloy College,D2,NY,https://molloylions.com/sports/baseball/roster/2022
Montana State University Billings,D2,MT,https://msubsports.com/sports/baseball/roster/2022
Morehouse College,D2,GA,https://morehouseathletics.com/sports/baseball/roster/2022
New Mexico Highlands University,D2,NM,https://nmhuathletics.com/sports/baseball/roster/2022
Newberry College,D2,SC,https://newberrywolves.com/sports/baseball/roster/2022
Newman University,D2,KS,https://newmanjets.com/sports/baseball/roster/2022
North Greenville University,D2,SC,http://www.nguathletics.com/sports/baseball/roster/2022
Northeastern State University,D2,OK,https://goriverhawksgo.com/sports/baseball/roster/2022
Northern State University,D2,SD,https://nsuwolves.com/sports/baseball/roster/2022
Northwest Missouri State University,D2,MO,https://bearcatsports.com/sports/baseball/roster/2022
Northwest Nazarene University,D2,ID,https://nnusports.com/sports/baseball/roster/2022
Northwestern Oklahoma State University,D2,OK,https://riderangersride.com/sports/baseball/roster/2022
Northwood University,D2,MI,https://www.gonorthwood.com/sports/bsb/2021-22/roster
Notre Dame College,D2,OH,https://notredamefalcons.com/sports/baseball/roster/2022
Nova Southeastern University,D2,FL,https://nsusharks.com/sports/baseball/roster/2022
Nyack College,D2,NY,https://athletics.nyack.edu/sports/bsb/2021-22/roster
Ohio Dominican University,D2,OH,https://www.ohiodominicanpanthers.com/sports/bsb/2021-22/roster
Ohio Valley University,D2,WV,https://fightingscots.ovu.edu/sports/baseball/roster/2022
Oklahoma Baptist University,D2,OK,https://obubison.com/sports/baseball/roster/2022
Oklahoma Christian University,D2,OK,https://oceagles.com/sports/baseball/roster/2022
Ouachita Baptist University,D2,AR,https://obutigers.com/sports/baseball/roster/2022
Pace University,D2,NY,https://paceuathletics.com/sports/baseball/roster/2022
Paine College,D2,GA,https://paineathletics.com/sports/baseball/roster/2022
Palm Beach Atlantic University,D2,FL,https://pbasailfish.com/sports/baseball/roster/2022
Pittsburg State University,D2,KS,https://pittstategorillas.com/sports/baseball/roster/2022
Point Loma Nazarene University,D2,CA,https://plnusealions.com/sports/baseball/roster/2022
Post University,D2,CT,https://posteagles.com/sports/baseball/roster/2022
Purdue University Northwest,D2,IN,https://pnwathletics.com/sports/baseball/roster/2022
Queens College,D2,NY,https://queensknights.com/sports/baseball/roster/2022
Queens University of Charlotte,D2,NC,https://queensathletics.com/sports/baseball/roster/2022
Quincy University,D2,IL,https://quhawks.com/sports/baseball/roster/2022
Regis University,D2,CO,https://regisrangers.com/sports/baseball/roster/2022
Rockhurst University,D2,MO,https://rockhursthawks.com/sports/baseball/roster/2022
Rogers State University,D2,OK,https://rsuhillcats.com/sports/baseball/roster/2022
Rollins College,D2,FL,https://rollinssports.com/sports/baseball/roster/2022
Saginaw Valley State University,D2,MI,https://www.svsucardinals.com/sports/bsb/2021-22/roster
Saint Anselm College,D2,NH,https://saintanselmhawks.com/sports/baseball/roster/2022
Saint Leo University,D2,FL,https://saintleolions.com/sports/baseball/roster/2022
Saint Martin's University,D2,WA,https://smusaints.com/sports/baseball/roster/2022
Saint Michael's College,D2,VT,https://www.smcathletics.com/sports/bsb/2021-22/roster
Salem University,D2,WV,https://salemtigers.com/sports/baseball/roster/2022
San Francisco State University,D2,CA,https://sfstategators.com/sports/baseball/roster/2022
Savannah State University,D2,GA,https://ssuathletics.com/sports/baseball/roster/2022
Seton Hill University,D2,PA,https://athletics.setonhill.edu/sports/baseball/roster/2022
Shepherd University,D2,WV,https://shepherdrams.com/sports/baseball/roster/2022
Shippensburg University,D2,PA,https://shipraiders.com/sports/baseball/roster/2022
Shorter University,D2,GA,https://goshorterhawks.com/sports/baseball/roster/2022
Slippery Rock University,D2,PA,https://rockathletics.com/sports/baseball/roster/2022
Sonoma State University,D2,CA,https://sonomaseawolves.com/sports/baseball/roster/2022
Southeastern Oklahoma State University,D2,OK,https://gosoutheastern.com/sports/baseball/roster/2022
Southern Arkansas University,D2,AR,https://muleriderathletics.com/sports/baseball/roster/2022
Southern Connecticut State University,D2,CT,https://scsuowls.com/sports/baseball/roster/2022
Southern Nazarene University,D2,OK,https://snuathletics.com/sports/baseball/roster/2022
Southern New Hampshire University,D2,NH,https://snhupenmen.com/sports/baseball/roster/2022
Southern Wesleyan University,D2,SC,https://swuathletics.com/sports/baseball/roster/2022
Southwest Baptist University,D2,MO,https://www.sbubearcats.com/sports/baseball/roster/2022
Southwest Minnesota State University,D2,MN,https://smsumustangs.com/sports/baseball/roster/2022
Southwestern Oklahoma State University,D2,OK,https://swosuathletics.com/sports/baseball/roster/2022
Spring Hill College,D2,AL,https://shcbadgers.com/sports/baseball/roster/2022
St. Cloud State University,D2,MN,https://scsuhuskies.com/sports/baseball/roster/2022
St. Edward's University,D2,TX,https://gohilltoppers.com/sports/baseball/roster/2022
St. Mary's University,D2,TX,https://rattlerathletics.com/sports/baseball/roster/2022
St. Thomas Aquinas College,D2,NY,https://www.stacathletics.com/sports/bsb/2021-22/roster
Stonehill College,D2,MA,https://www.stonehillskyhawks.com/sports/bsb/2021-22/roster
Texas A&M International University,D2,TX,https://godustdevils.com/sports/baseball/roster/2022
Texas A&M University-Kingsville,D2,TX,https://javelinaathletics.com/sports/baseball/roster/2022
The College of Saint Rose,D2,NY,https://gogoldenknights.com/sports/baseball/roster/2022
The Lincoln University,D2,PA,https://lulions.com/sports/baseball/roster/2022
Tiffin University,D2,OH,https://www.gotiffindragons.com/sports/bsb/2021-22/roster
Trevecca Nazarene University,D2,TN,https://www.tnutrojans.com/sports/bsb/2021-22/roster
Truman State University,D2,MO,https://trumanbulldogs.com/sports/baseball/roster/2022
Tusculum College,D2,TN,https://www.tusculumpioneers.com/sports/bsb/2021-22/roster
Tuskegee University,D2,AL,https://goldentigersports.com/sports/baseball/roster/2022
Union University,D2,TN,https://uuathletics.com/sports/baseball/roster/2022
University of Alabama in Huntsville,D2,AL,https://uahchargers.com/sports/baseball/roster/2022
"University of Arkansas, Fort Smith",D2,AR,https://uafortsmithlions.com/sports/baseball/roster/2022
"University of Arkansas, Monticello",D2,AR,https://www.uamsports.com/sports/baseball/roster/2022
University of Bridgeport,D2,CT,https://www.ubknights.com/sports/bsb/2021-22/roster
University of Central Missouri,D2,MO,https://ucmathletics.com/sports/baseball/roster/2022
University of Central Oklahoma,D2,OK,https://bronchosports.com/sports/baseball/roster/2022
University of Charleston,D2,WV,https://ucgoldeneagles.com/sports/baseball/roster/2022
University of Colorado Colorado Springs,D2,CO,https://gomountainlions.com/sports/baseball/roster/2022
University of Findlay,D2,OH,https://athletics.findlay.edu/sports/bsb/2021-22/roster
University of Hawaii at Hilo,D2,HI,https://hiloathletics.com/sports/baseball/roster/2022
University of Illinois at Springfield,D2,IL,https://uisprairiestars.com/sports/baseball/roster/2022
University of Indianapolis,D2,IN,https://athletics.uindy.edu/sports/baseball/roster/2022
University of Mary,D2,ND,https://goumary.com/sports/baseball/roster/2022
University of Minnesota Duluth,D2,MN,https://umdbulldogs.com/sports/baseball/roster/2022
"University of Minnesota, Crookston",D2,MN,https://goldeneaglesports.com/sports/baseball/roster/2022
University of Missouri-St. Louis,D2,MO,https://www.umsltritons.com/sports/baseball/roster/2022
University of Montevallo,D2,AL,https://montevallofalcons.com/sports/baseball/roster/2022
University of Mount Olive,D2,NC,https://umotrojans.com/sports/baseball/roster/2022
University of New Haven,D2,CT,https://newhavenchargers.com/sports/baseball/roster/2022
University of North Carolina at Pembroke,D2,NC,https://uncpbraves.com/sports/baseball/roster/2022
University of North Georgia,D2,GA,https://ungathletics.com/sports/baseball/roster/2022
"University of Pittsburgh, Johnstown",D2,PA,https://pittjohnstownathletics.com/sports/baseball/roster/2022
University of Sioux Falls,D2,SD,https://usfcougars.com/sports/baseball/roster/2022
University of South Carolina Aiken,D2,SC,https://pacersports.com/sports/baseball/roster/2022
University of Southern Indiana,D2,IN,https://gousieagles.com/sports/baseball/roster/2022
University of Tampa,D2,FL,https://www.tampaspartans.com/sports/bsb/2021-22/roster
University of Texas at Tyler,D2,TX,https://uttylerpatriots.com/sports/baseball/roster/2022
"University of Texas, Permian Basin",D2,TX,https://utpbfalcons.com/sports/baseball/roster/2022
University of Virginia's College at Wise,D2,VA,https://uvawisecavs.com/sports/baseball/roster/2022
University of West Alabama,D2,AL,https://uwaathletics.com/sports/baseball/roster/2022
University of West Florida,D2,FL,https://goargos.com/sports/baseball/roster/2022
University of West Georgia,D2,GA,https://uwgsports.com/sports/baseball/roster/2022
"University of Wisconsin, Parkside",D2,WI,https://parksiderangers.com/sports/baseball/roster/2022
University of the Sciences,D2,PA,https://www.devilsathletics.com/sports/bsb/2021-22/roster
Upper Iowa University,D2,IA,https://uiupeacocks.com/sports/baseball/roster/2022
Valdosta State University,D2,GA,https://vstateblazers.com/sports/baseball/roster/2022
Virginia State University,D2,VA,https://govsutrojans.com/sports/baseball/roster/2022
Walsh University,D2,OH,https://www.athletics.walsh.edu/sports/bsb/2021-22/roster
Washburn University of Topeka,D2,KS,https://wusports.com/sports/baseball/roster/2022
Wayne State College,D2,NE,https://wscwildcats.com/sports/baseball/roster/2022
Wayne State University,D2,MI,https://wsuathletics.com/sports/baseball/roster/2022
West Chester University,D2,PA,https://wcupagoldenrams.com/sports/baseball/roster/2022
West Liberty University,D2,WV,https://hilltoppersports.com/sports/baseball/roster/2022
West Texas A&M University,D2,TX,https://gobuffsgo.com/sports/baseball/roster/2022
West Virginia State University,D2,WV,https://wvsuyellowjackets.com/sports/baseball/roster/2022
West Virginia Wesleyan College,D2,WV,https://wesleyanbobcats.com/sports/baseball/roster/2022
Western Oregon University,D2,OR,https://wouwolves.com/sports/baseball/roster/2022
Wheeling Jesuit University,D2,WV,https://wucardinals.com/sports/baseball/roster/2022
William Jewell College,D2,MO,https://jewellcardinals.com/sports/baseball/roster/2022
Wilmington University,D2,DE,https://wildcats.athletics.wilmu.edu/sports/bsb/2021-22/roster
Wingate University,D2,NC,https://wingatebulldogs.com/sports/baseball/roster/2022
Winona State University,D2,MN,https://winonastatewarriors.com/sports/baseball/roster/2022
Young Harris College,D2,GA,https://yhcathletics.com/sports/baseball/roster/2022
Adrian College,D3,MI,https://adrianbulldogs.com/sports/baseball/roster/2022
Albertus Magnus College,D3,CT,https://www.albertusfalcons.com/sports/bsb/2021-22/roster
Albion College,D3,MI,https://gobrits.com/sports/baseball/roster/2022
Albright College,D3,PA,https://albrightathletics.com/sports/baseball/roster/2022
Alfred State College,D3,NY,https://alfredstate.prestosports.com/sports/bsb/2021-22/roster
Allegheny College,D3,PA,https://alleghenygators.com/sports/baseball/roster/2022
Alma College,D3,MI,http://almascots.com/sports/bsb/2021-22/roster
Alvernia University,D3,PA,https://auwolves.com/sports/baseball/roster/2022
Amherst College,D3,MA,https://athletics.amherst.edu/sports/baseball/roster/2022
Anderson University,D3,IN,https://athletics.anderson.edu/sports/bsb/2021-22/roster
Anna Maria College,D3,MA,https://www.goamcats.com/sports/bsb/2021-22/roster
Arcadia University,D3,PA,https://arcadiaknights.com/sports/baseball/roster/2022
Asbury University,D3,KY,https://asburyeagles.com/sports/baseball/roster/2022
Augsburg College,D3,MN,https://athletics.augsburg.edu/sports/baseball/roster/2022
Augustana College (Illinois),D3,IL,https://athletics.augustana.edu/sports/baseball/roster/2022
Aurora University,D3,IL,https://athletics.aurora.edu/sports/baseball/roster/2022
Austin College,D3,TX,https://austin.prestosports.com/sports/bsb/2021-22/roster
Averett University,D3,VA,https://averettcougars.com/sports/baseball/roster/2022
Babson College,D3,MA,https://www.babsonathletics.com/sports/m-basebl/2021-22/roster
Baldwin Wallace University,D3,OH,https://www.bwyellowjackets.com/sports/bsb/2021-22/roster
Bard College,D3,NY,https://bardathletics.com/sports/baseball/roster/2022
Baruch College,D3,NY,https://athletics.baruch.cuny.edu/sports/baseball/roster/2022
Bates College,D3,ME,https://gobatesbobcats.com/sports/baseball/roster/2022
Becker College,D3,MA,https://becker.prestosports.com/sports/bsb/2021-22/roster
Belhaven University,D3,MS,https://blazers.belhaven.edu/roster.aspx?path=baseball
Beloit College,D3,WI,https://beloitcollegeathletics.com/sports/baseball/roster/2022
Benedictine University,D3,IL,https://benueagles.com/sports/baseball/roster/2022
Berea College,D3,KY,https://bereaathletics.com/sports/baseball/roster/2022
Berry College,D3,GA,https://www.berryvikings.com/sports/baseball/roster/2022
Bethany College (West Virginia),D3,WV,http://www.bethanyswedes.com/roster/0/3
Bethany Lutheran College,D3,MN,https://blcvikings.com/sports/baseball/roster/2022
Bethel University (Minnesota),D3,MN,https://athletics.bethel.edu/sports/baseball/roster/2022
Birmingham-Southern College,D3,AL,https://bscsports.net/sports/baseball/roster/2022
Blackburn College,D3,IL,https://www.blackburnbeavers.com/sports/bsb/2021-22/roster
Bluffton University,D3,OH,http://blufftonbeavers.com/sports/bsb/2021-22/roster
Bowdoin College,D3,ME,https://athletics.bowdoin.edu/sports/baseball/roster/2022
Brandeis University,D3,MA,https://www.brandeisjudges.com/sports/bsb/2021-22/roster
Brevard College,D3,NC,https://bctornados.com/sports/bsb/2021-22/roster
Bridgewater College (Virginia),D3,VA,https://www.bridgewatereagles.com/sports/bsb/2021-22/roster
Bridgewater State University,D3,MA,http://www.bsubears.com/sports/bsb/2021-22/roster
Buena Vista University,D3,IA,https://bvuathletics.com/sports/baseball/roster/2022
Cabrini University,D3,PA,https://cabriniathletics.com/sports/baseball/roster/2022
Cairn University,D3,PA,https://www.cairnhighlanders.com/sports/baseball/roster/2021
California Institute of Technology,D3,CA,https://www.gocaltech.com/sports/bsb/2021-22/roster
California Lutheran University,D3,CA,http://www.clusports.com/sports/bsb/2021-22/roster
Calvin College,D3,MI,https://calvinknights.com/sports/bsb/2021-22/roster
Capital University,D3,OH,https://athletics.capital.edu/sports/baseball/roster/2022
Carleton College,D3,MN,https://athletics.carleton.edu/sports/baseball/roster/2022
Carroll University,D3,WI,https://gopios.com/sports/baseball/roster/2022
Carthage College,D3,WI,https://athletics.carthage.edu/sports/baseball/roster/2022
Case Western Reserve University,D3,OH,https://athletics.case.edu/sports/bsb/2021-22/roster
Castleton University,D3,VT,https://castletonsports.com/sports/baseball/roster/2022
Catholic University,D3,DC,http://www.catholicathletics.com/sports/bsb/2021-22/roster
Cazenovia College,D3,NY,https://cazenoviawildcats.com/sports/baseball/roster/2022
Centenary College,D3,LA,https://www.gocentenary.com/sports/bsb/2021-22/roster
Centenary University,D3,NJ,https://centenarycyclones.com/sports/baseball/roster/2022
Central College (Iowa),D3,IA,https://athletics.central.edu/sports/baseball/roster/2022
Centre College,D3,KY,https://centrecolonels.com/sports/baseball/roster/2022
Chapman University,D3,CA,https://www.chapmanathletics.com/sports/bsb/2021-22/roster
Chatham University,D3,PA,https://gochathamcougars.com/sports/baseball/roster/2022
Christopher Newport University,D3,VA,https://www.cnusports.com/sports/baseball/roster/2022
Claremont Mudd-Scripps Colleges,D3,CA,https://www.cmsathletics.org/sports/bsb/2021-22/roster
Clark University,D3,MA,https://www.clarkathletics.com/sports/bsb/2021-22/roster
Clarks Summit University,D3,PA,https://gocsudefenders.com/sports/baseball/roster/2022
Clarkson University,D3,NY,https://clarksonathletics.com/sports/baseball/roster/2022
Coe College,D3,IA,https://kohawkathletics.com/sports/baseball/roster/2022
Colby College,D3,ME,https://colbyathletics.com/sports/baseball/roster/2022
Colby-Sawyer College,D3,NH,https://www.colby-sawyerathletics.com/sports/baseball/roster/2022
College at Brockport,D3,NY,https://gobrockport.com/sports/baseball/roster/2022
College of Mount St. Vincent,D3,NY,https://cmsvathletics.com/sports/baseball/roster/2022
College of Saint Elizabeth,D3,NJ,https://seueagles.com/sports/baseball/roster/2022
College of Staten Island,D3,NY,https://csidolphins.com/sports/baseball/roster/2022
"Concordia College, Moorhead",D3,MN,https://concordiamn.prestosports.com/sports/bsb/2021-22/roster
Concordia University Chicago,D3,IL,https://www.cucougars.com/sports/baseball/roster/2022
Concordia University Texas,D3,TX,https://athletics.concordia.edu/sports/baseball/roster/2022
Concordia University Wisconsin,D3,WI,https://www.cuwfalcons.com/sports/bsb/2021-22/roster
Cornell College,D3,IA,https://cornellrams.com/sports/baseball/roster/2022
Covenant College,D3,GA,https://athletics.covenant.edu/sports/baseball/roster/2022
Crown College,D3,MN,https://athletics.crown.edu/sports/baseball/roster/2022
Curry College,D3,MA,https://www.curryathletics.com/sports/bsb/2021-22/roster
DePauw University,D3,IN,https://www.depauwtigers.com/sports/bsb/2021-22/roster
DeSales University,D3,PA,https://athletics.desales.edu/sports/baseball/roster/2022
Dean College,D3,MA,https://deanbulldogs.com/sports/baseball/roster/2022
Defiance College,D3,OH,https://www.defianceathletics.com/sports/bsb/2021-22/roster
Delaware Valley University,D3,PA,https://athletics.delval.edu/sports/baseball/roster/2022
Denison University,D3,OH,https://denisonbigred.com/sports/baseball/roster/2022
Dickinson College,D3,PA,https://www.dickinsonathletics.com/sports/bsb/2021-22/roster
Dominican University,D3,IL,https://dustars.com/sports/baseball/roster/2022
Drew University,D3,NJ,https://www.drewrangers.com/sports/baseball/roster/2022
Earlham College,D3,IN,https://goearlham.com/sports/baseball/roster/2022
East Texas Baptist University,D3,TX,https://goetbutigers.com/sports/baseball/roster/2022
Eastern Connecticut State University,D3,CT,https://gowarriorathletics.com/sports/baseball/roster/2022
Eastern Mennonite University,D3,VA,https://www.emuroyals.com/sports/bsb/2021-22/roster
Eastern Nazarene College,D3,MA,http://athletics.enc.edu/sports/bsb/2021-22/roster
Eastern University,D3,PA,https://goeasterneagles.com/sports/baseball/roster/2022
Edgewood College,D3,WI,https://edgewoodcollegeeagles.com/sports/baseball/roster/2022
Elizabethtown College,D3,PA,https://etownbluejays.com/sports/baseball/roster/2022
Elmhurst College,D3,IL,https://elmhurstbluejays.com/sports/baseball/roster/2022
Elmira College,D3,NY,https://athletics.elmira.edu/sports/baseball/roster/2022
Elms College,D3,MA,https://www.ecblazers.com/sports/bsb/2021-22/roster
Emerson College,D3,MA,https://www.emersonlions.com/sports/bsb/2021-22/roster
Emory University,D3,GA,https://www.emoryathletics.com/sports/bsb/2021-22/roster
Emory and Henry College,D3,VA,https://www.gowasps.com/sports/bsb/2021-22/roster
Endicott College,D3,MA,https://www.ecgulls.com/sports/bsb/index
Eureka College,D3,IL,http://www.eurekareddevils.com/sports/bsb/2021-22/roster
"Fairleigh Dickinson University, Florham",D3,NJ,https://fdudevils.com/sports/baseball/roster/2022
Farmingdale State College,D3,NY,http://www.farmingdalesports.com/sports/bsb/2021-22/roster
Ferrum College,D3,VA,https://www.ferrumpanthers.com/sports/bsb/2021-22/roster
Finlandia University,D3,MI,https://fulions.com/sports/baseball/roster/2022
Fitchburg State University,D3,MA,https://www.fitchburgfalcons.com/sports/bsb/2021-22/roster
Fontbonne University,D3,MO,https://www.fontbonnegriffins.com/sports/bsb/2021-22/roster
Framingham State University,D3,MA,https://www.fsurams.com/sports/bsb/2021-22/roster
Franklin & Marshall College,D3,PA,https://www.godiplomats.com/sports/m-basebl/2021-22/roster
Franklin College,D3,IN,http://franklingrizzlies.com/sports/bsb/2021-22/roster
Gallaudet University,D3,DC,https://www.gallaudetathletics.com/sports/bsb/2021-22/roster
Geneva College,D3,PA,https://athletics.geneva.edu/sports/baseball/roster/2022
George Fox University,D3,OR,https://athletics.georgefox.edu/sports/baseball/roster/2022
Gettysburg College,D3,PA,https://gettysburgsports.com/sports/baseball/roster/2022
Gordon College,D3,MA,https://athletics.gordon.edu/sports/baseball/roster/2022
Greensboro College,D3,NC,https://greensborocollegesports.com/sports/baseball/roster/2022
Greenville University,D3,IL,http://athletics.greenville.edu/sports/bsb/2021-22/roster
Grinnell College,D3,IA,https://pioneers.grinnell.edu/sports/baseball/roster/2022
Grove City College,D3,PA,https://athletics.gcc.edu/sports/baseball/roster/2022
Guilford College,D3,NC,https://guilfordquakers.com/sports/baseball/roster/2022
Gustavus Adolphus College,D3,MN,https://gustavus.edu/athletics/bb/roster
Gwynedd Mercy University,D3,PA,https://gwyneddathletics.com/sports/baseball/roster/2022
Hamilton College,D3,NY,https://athletics.hamilton.edu/sports/baseball/roster/2022
Hamline University,D3,MN,https://hamlineathletics.com/sports/baseball/roster/2022
Hampden-Sydney College,D3,VA,https://hscathletics.com/sports/baseball/roster/2022
Hanover College,D3,IN,https://athletics.hanover.edu/sports/baseball/roster/2022
Hardin-Simmons University,D3,TX,https://www.hsuathletics.com/sports/m-basebl/2021-22/roster
Haverford College,D3,PA,https://www.haverfordathletics.com/sports/bsb/2021-22/roster
Heidelberg University,D3,OH,http://bergathletics.com/sports/baseball/roster/2022
Hendrix College,D3,AR,https://hendrixwarriors.com/sports/baseball/roster/2022
Hilbert College,D3,NY,https://hilberthawks.com/sports/baseball/roster/2022
Hiram College,D3,OH,https://hiramterriers.com/sports/baseball/roster/2022
Hood College,D3,MD,https://hoodathletics.com/sports/baseball/roster/2022
Hope College,D3,MI,https://athletics.hope.edu/sports/bsb/2021-22/roster
Houghton College,D3,NY,https://athletics.houghton.edu/sports/baseball/roster/2022
Howard Payne University,D3,TX,https://hpusports.com/sports/baseball/roster/2022
Huntingdon College,D3,AL,http://www.huntingdonhawks.com/sports/bsb/2021-22/roster
Husson University,D3,ME,https://www.hussoneagles.com/sports/bsb/2021-22/roster
Illinois College,D3,IL,https://illinoiscollegeathletics.com/sports/baseball/roster/2022
Illinois Institute of Technology,D3,IL,https://www.illinoistechathletics.com/sports/bsb/2021-22/roster
Illinois Wesleyan University,D3,IL,https://www.iwusports.com/sports/baseball/roster/2022
Immaculata University,D3,PA,https://gomightymacs.com/sports/baseball/roster/2022
Iowa Wesleyan University,D3,IA,https://www.iwtigers.com/roster/0/3
Ithaca College,D3,NY,https://athletics.ithaca.edu/sports/baseball/roster/2022
John Carroll University,D3,OH,https://jcusports.com/sports/baseball/roster/2022
John Jay College,D3,NY,https://johnjayathletics.com/sports/baseball/roster/2022
Johns Hopkins University,D3,MD,https://hopkinssports.com/sports/baseball/roster/2022
Johnson & Wales University,D3,RI,https://providence.jwuathletics.com/sports/bsb/2021-22/roster
Juniata College,D3,PA,http://www.juniatasports.net/sports/bsb/2021-22/roster
Kalamazoo College,D3,MI,https://hornets.kzoo.edu/sports/bsb/2021-22/roster
Kean University,D3,NJ,https://keanathletics.com/sports/baseball/roster/2022
